sample_id,tc,tn,ph_h2o,ph_kcl,ph_cacl2,clay_0-0.002,silt_0.002-0.05,silt_0.002-0.063,sand_0.05-2,sand_0.063-2,al_icp,fe_icp,ca_icp,mg_icp,k_icp,mn_icp,na_icp,p_icp
UF9C1,30.9365439414978,2.66003429889679,NA,5.01,NA,29.6,21.28,NA,49.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF9C10,10.1929605007172,1.1316891014576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF9C4,26.7337918281555,2.28214532136917,NA,5.42,NA,33.6,19.28,NA,47.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF9C7,10.0778373082479,1.19395020107429,NA,4.94,NA,34.88,18,NA,47.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL10C1,28.6676534016927,3.16543479760488,NA,5.68,NA,24.88,16.72,NA,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL10C10,0.76602444052696,0.10913445614278,NA,3.42,NA,17.6,6.71999999999999,NA,75.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL10C4,4.51319724321365,0.45957170426846,NA,3.79,NA,23.6,14.72,NA,61.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL10C7,1.82451282938321,0.19076221932968,NA,3.73,NA,20.88,8.72000000000001,NA,70.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL11C1,26.6699409484863,2.87728309631348,NA,5.2,NA,29.6,14,NA,56.4,NA,16.0205445544554,23.780198019802,2459.40594059406,829.20792079208,642.07920792079,2426.48514851485,253.9603960396,543.31683168317
UPL11C10,3.41690897941589,0.3745986148715,NA,4.8,NA,27.6,14,NA,58.4,NA,18.3829405940594,27.4101666666667,650.40924092409,791.12706270627,677.38531353135,1313.73432343234,90.22277227723,348.62046204621
UPL11C4,7.01194405555725,0.67029401659966,NA,5.02,NA,29.6,14,NA,56.4,NA,16.346359223301,25.5946601941748,1018.44660194175,753.88349514563,602.91262135922,1831.79611650485,141.74757281553,281.79611650485
UPL11C7,3.99860173463821,0.468814894557,NA,5.25,NA,41.6,10,NA,48.4,NA,20.076312141018,29.4618241235888,808.28381857794,931.21905327788,787.49504852446,1254.52069716776,89.87423252129,318.5036640919
UPL12C1,34.2535662651062,2.71972686052322,NA,5.72,NA,25.6,12,NA,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL12C4,5.03289520740509,0.46439941972494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL12C7,2.6032230257988,0.22477690130472,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL1C1,53.7589406967163,5.0538248817126,NA,6.12,NA,33.6,12,NA,54.4,NA,21.2761619233454,29.6530242083889,5202.52706389999,1525.64693191192,1326.09245510502,1803.54383209595,279.32260930262,767.20335998477
UPL1C4,9.99477744102478,0.9738003462553,NA,5.47,NA,45.6,8,NA,46.4,NA,30.4027058823529,41.7544052287582,1559.48039215686,1273.80065359477,1333.4885620915,1291.14052287582,169.68300653595,457.01307189543
UPL1C7,6.07000648975372,0.63588067889214,NA,5.43,NA,55.6,3.99999999999999,NA,40.4,NA,45.0886363636364,46.3929292929293,1051.51515151515,1221.71717171717,1265.65656565657,759.84848484849,124.24242424242,345.70707070707
UPL2C1,37.7064609527588,3.88101577758789,NA,5.5,NA,33.6,10,NA,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL2C10,6.12043917179108,0.70849262177944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL2C4,9.0469628572464,0.87775707244873,NA,5.18,NA,43.6,6,NA,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL2C7,5.02395153045654,0.52327904850245,NA,4.84,NA,47.6,4,NA,48.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL3.3.10,32.3237061500549,3.13998311758041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL3.3.7,25.6299734115601,2.17628528674444,NA,6,NA,35.2,12,NA,52.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL3C1,44.8441076278687,4.70522612333298,NA,5.52,NA,33.6,10,NA,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL3C10,7.1490429341793,0.84117107093334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL3C4(Subplot1&3),25.3839731216431,2.27011188864708,NA,5.6,NA,33.6,12,NA,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL3C4(Subplot2&4),6.55132055282593,0.63269637525082,NA,5.15,NA,31.6,10,NA,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL3C7,3.84538143873215,0.42475875467062,NA,4.94,NA,55.6,3.99999999999999,NA,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL4C1,26.1999773979187,2.91869342327118,NA,5.25,NA,43.6,12,NA,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL4C10,5.48876643180847,0.70823132991791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL4C4,7.19742993513743,0.90551093220711,NA,5.07,NA,57.6,6,NA,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL4C7,5.08811354637146,0.57895451784134,NA,4.64,NA,60.88,6.71999999999999,NA,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL5C1,32.1324372291565,3.37896168231964,NA,5.36,NA,38.88,12.72,NA,48.4,NA,28.09125,39.5465,2836,1271.5,1036,3403.75,383,660.75
UPL5C10,4.89832371473312,0.60882087796927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL5C4,9.86974239349365,1.0808614641428,NA,4.93,NA,54.88,6.72,NA,38.4,NA,38.5669191919192,47.9287878787879,1190.40404040404,1218.68686868687,1096.46464646465,2557.82828282828,232.82828282828,430.05050505051
UPL5C7,6.18357360363007,0.66292203962803,NA,4.38,NA,50.88,10.72,NA,38.4,NA,43.2237745098039,51.803431372549,832.8431372549,1140.19607843137,902.45098039216,1840.93137254902,176.96078431373,414.46078431373
UPL6C1,23.2130829493205,2.45926693081856,NA,6.22,NA,33.6,10,NA,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL6C4,7.50871996084849,0.86759885152181,NA,4.86,NA,43.6,8,NA,48.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL6C7,4.64730560779572,0.51734358072281,NA,4.55,NA,54.88,4.71999999999999,NA,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL7C1,31.5185809135437,3.21090221405029,NA,4.74,NA,34.88,12.72,NA,52.4,NA,15.0229146836728,38.2931198045561,2423.89428263215,1531.01719652262,1234.82057871693,1395.51446792309,150.53937432578,503.78117266324
UPL7C10,3.398397564888,0.42432387669881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL7C4,8.48142683506012,0.75645565986633,NA,3.56,NA,36.88,10.72,NA,52.4,NA,13.5514836601307,39.0835947712418,584.57843137255,1339.48692810457,1067.11601307189,818.43790849673,99.00326797386,258.19607843137
UPL7C7,6.95798456668854,0.55162236094475,NA,3.35,NA,41.6,10.72,NA,47.68,NA,18.4962871287129,44.4787128712871,367.82178217822,1303.46534653465,948.0198019802,584.90099009901,103.46534653465,227.47524752475
UPL8C1,38.1431396802266,3.50221981604894,NA,4.53,NA,30.32,7.28,NA,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL8C4,8.58404576778412,0.67247696220875,NA,3.67,NA,27.6,8.72,NA,63.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL8C7,3.73512476682663,0.31357198953629,NA,3.44,NA,35.6,8.72,NA,55.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL9C1,41.2315479914347,4.03302619854609,NA,4.74,NA,34.32,7.28,NA,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL9C4,12.715859413147,1.05153026680152,NA,4.21,NA,27.6,8.72,NA,63.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPL9C7,5.0920706987381,0.37711426615715,NA,NA,NA,37.6,6.72,NA,55.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAW_J02_C1,26.55,2.5,5.95,NA,NA,2.13,16.37,NA,81.5,NA,9.07030638128748,13.0386415264903,1514.76186579697,216.742453466126,194.824677272922,562.556255625563,7.30592539773458,214.307145000214
BAW_J04_C1,24.69,2.11,5.86,NA,NA,2.73,13.77,NA,83.5,NA,9.65753533051639,20.651339631898,1072.1802845432,648.847109465255,779.407808321069,1009.53752499116,7.91276962762506,173.421534338783
BAW_J06_C1,14.92,1.39,5.07,NA,NA,2.37,15.23,NA,82.4,NA,6.16289484485375,6.06319179377421,400.88935121563,103.857344874515,72.7001414121608,73.3925237113242,2.07714689749031,118.397373156948
BAW_J11_C3,8.56,0.82,5.04,NA,NA,5.28,11.32,NA,83.4,NA,10.5611661056117,8.44248908442489,204.42400204424,108.87800108878,153.31800153318,45.1806671184733,4.44400004444,120.728667873953
BAW_J13_C3,9.6,0.9,5.48,NA,NA,4.2,12.1,NA,83.7,NA,6.96860718737017,8.20739855975627,257.495499238333,67.078659465448,49.768037667913,46.1616581267599,2.16382772469187,116.846697133361
BAW_J17_C1,56.69,4.46,5.38,NA,NA,2.8,15.8,NA,81.4,NA,16.3766333523823,17.4005737486479,2176.14054989233,2746.89647014897,3195.80562091261,281.458911986729,25.6519514722083,270.058044665748
BAW_J17_C2,29.25,2.47,4.6,NA,NA,6.63,24.47,NA,68.9,NA,20.0747912801484,23.9860585842729,439.292850007136,3148.63707720851,3824.3006993007,99.6027781742068,26.7589553303839,188.05599162742
BAW_J17_C3,19.28,1.92,4.71,NA,NA,8.13,22.17,NA,69.7,NA,21.5589051666896,24.8408029096652,309.570668852106,3353.68224589782,4084.98686941801,79.262055309959507,26.9191885958353,173.479215395383
BAW_J20_C1,18.11,1.47,5.76,NA,NA,1.27,8.93,NA,89.8,NA,4.30746436642134,5.27249465826057,857.316204595215,158.273760848347,123.101813993159,94.5246071733186,2.19824667844927,119.438069529077
BAW_J22_C3,10.07,1.02,4.86,NA,NA,5.08,12.12,NA,82.8,NA,13.6187085288882,14.5947968927011,291.309273345201,2435.66920213627,3072.9082375789,57.3177968387549,20.2298106489723,97.7774181366996
BAW_J24_C1,19.27,1.61,5.67,NA,NA,3.87,20.23,NA,75.9,NA,11.095336087601,11.1020106430979,1265.94069256968,204.686368570141,126.816554440196,66.7455549685243,2.22485183228414,230.642973280123
BAW_J26_C1,44.01,3.47,4.81,NA,NA,1.73,15.27,NA,83,NA,9.20983457995571,5.78324770787759,1720.35232600508,280.33877293635,153.278753547933,73.2780005996695,4.03365140915612,240.674534079649
BAW_J26_C2,19.68,1.64,5.03,NA,NA,2.79,21.11,NA,76.1,NA,9.82667065027749,6.2826428251317,564.423160938817,139.52033191746,80.3298880736893,40.8695921778419,2.11394442299182,152.908646596409
BAW_J28_C3,9.48,0.88,4.99,NA,NA,5.16,13.44,NA,81.4,NA,12.3032368202038,15.9205163119676,174.975380066715,107.677156964132,87.4876900333575,92.7219962746695,2.24327410341942,165.254525618564
BAW_J29_C2,10.2,0.94,5.35,NA,NA,1.47,11.93,NA,86.6,NA,4.84304851774731,2.70362167952529,471.666887329538,99.2982920693764,60.9330428607537,102.307331222994,2.2567793652131,118.104786779486
BAW_J29_C3,6.51,0.68,5.55,NA,NA,2.54,10.56,NA,86.9,NA,4.63699672540623,2.6844579725272,253.400162598438,67.8750435531529,47.5125304872071,50.5291990895694,2.26250145177176,70.1375450049247
BAW_J31_C1,17.41,1.48,5.65,NA,NA,3.8,17.4,NA,78.8,NA,9.65927465927466,12.6518826518827,801.570801570802,166.320166320166,138.600138600139,122.430122430122,2.31000231000231,180.18018018018
BAW_J32_C1,19.57,1.73,5.67,NA,NA,2.06,13.34,NA,84.6,NA,6.02394098439787,9.23977012177739,915.997558505792,159.589073438957,91.8183710196736,82.3450470255803,0,149.387032214548
YAM_J08_C1,18.14,1.49,4.79,NA,NA,3.35,12.05,NA,84.6,NA,7.58847723776164,11.4045371195649,206.503658875825,70.2538220917756,48.9647850942679,51.8033233606022,10.6445184987539,207.922928008992
YAM_J08_C2,10.4,0.93,4.81,NA,NA,4.79,10.01,NA,85.2,NA,6.92578875529242,11.4161950218652,45.6430453039827,47.8165236517914,32.6021752171305,28.2552185215131,10.8673917390435,164.459861650858
YAM_J09_C1,28.01,2.19,4.41,NA,NA,3.12,12.78,NA,84.1,NA,7.69214861147061,10.483016632466,232.155389340599,76.0509034046789,58.0388473351497,62.708639649472,8.00535825312409,210.807767332268
YAM_J09_C3,8.9,0.71,4.76,NA,NA,4.83,6.57,NA,88.6,NA,9.31308403375443,12.4335229083832,46.1355209958562,60.8150049490832,37.7472444511551,37.0482214057633,10.4853456808764,188.736222255775
YAM_J18_C3,7.7,0.71,4.89,NA,NA,6.31,7.89,NA,85.8,NA,8.25405937346236,13.4082335574873,13.419416404491,53.6776656179641,38.0216798127246,40.2582492134731,8.94627760299402,183.398690861377
YAM_J19_C1,25.79,1.99,6.2,NA,NA,1.21,8.89,NA,89.9,NA,3.22619767064211,2.41014129903019,1537.55709311265,244.611355722467,143.889032777922,36.3148511296659,10.2777880555658,140.463103426066
YAM_J20_C2,9.35,0.74,4.89,NA,NA,4.39,9.31,NA,86.3,NA,6.66548972445092,11.9244481426406,29.3733445484278,51.9682249702953,33.8923206328013,38.4112967171748,11.2974402109338,211.638713284826
YAM_J20_C3,7.33,0.68,5.01,NA,NA,5.33,6.47,NA,88.2,NA,7.42120251637089,13.2298155724217,13.1639955944495,50.4619831120563,35.1039882518653,39.4919867833484,13.1639955944495,204.773264802547
YAM_J21_C2,13.78,1.21,4.7,NA,NA,7.29,12.41,NA,80.3,NA,10.3594784211524,18.5548985108456,156.544209407646,79.3745287137358,61.7357445551278,54.3862511557078,13.229088118956,296.919533336567
YAM_J22_C1,15.21,1.24,5.12,NA,NA,4.44,13.86,NA,81.7,NA,7.76952946550937,15.7069438099589,251.256281407035,79.945180447693,52.5354042941983,65.4789097000152,11.4207400639561,282.472970915182
YAM_J22_C2,9.5,0.85,5.04,NA,NA,6.41,8.99,NA,84.6,NA,9.42335610009326,20.6417449619867,56.5899357440143,61.1171306035354,40.7447537356903,49.0446109781457,15.845182008324,272.386224047855
YAM_J22_C3,7.45,0.68,5.03,NA,NA,7.52,8.78,NA,83.7,NA,11.8779567322054,20.326614385282,33.5219851332231,67.0439702664461,40.2263821598677,54.3801092161174,20.1131910799338,286.799206139797
YAM_J26_C3,9.32,0.78,4.86,NA,NA,6.99,8.31,NA,84.7,NA,10.9032002115842,20.0994005113286,19.8360222163449,59.5080666490347,41.8760469011725,44.8147168591496,11.0200123424138,283.581650944783
YAM_J28_C2,13.34,1.08,4.7,NA,NA,4.21,17.69,NA,78.1,NA,7.82507008144376,7.61254499311626,114.037852273293,101.597359298024,163.799824174366,46.3062794079431,6.22024648763415,158.961854683984
YAM_J28_C3,7.96,0.74,4.45,NA,NA,4.37,12.63,NA,83,NA,7.08690618329172,7.30738268388871,22.6129744202033,88.190600238793,146.984333731322,35.4269932583186,4.52259488404067,131.909017451186
YAM_J29_C1,9.05,0.8,4.56,NA,NA,4.44,12.56,NA,83,NA,7.28645718737178,6.46916979359312,42.3696056802031,93.6591283457122,162.788484981833,28.9897302022443,4.45995849265296,128.595469871494
YAO_J05_C1,15.66,1.31,5.1,NA,NA,2.31,13.49,NA,84.2,NA,3.12595667789169,1.52433788556452,183.682155203954,116.481366714703,141.121655827428,61.2273850679848,2.24002628297505,92.5877530296355
YAO_J05_C3,5.39,0.53,5.3,NA,NA,2.48,8.02,NA,89.5,NA,3.62412917478997,1.92538738794245,30.8061982070793,105.6212509957,112.222579182932,31.5396791167716,2.20044272907709,49.8767018590807
YAO_J12_C2,10.3,0.92,4.69,NA,NA,2.88,11.92,NA,85.2,NA,5.1213967615108,4.28289265284067,13.0433972459798,80.1237259395905,91.3037807218589,27.9501369556711,3.72668492742281,104.968292122409
YAO_J13_C2,9.73,0.9,4.26,NA,NA,3.03,14.47,NA,82.5,NA,4.0959697172122,2.1732353596081,4.45335114673792,91.2936985081274,89.0670229347584,14.1022786313368,2.22667557336896,85.3558969791435
YAO_J17_C2,15.01,1.39,4.63,NA,NA,4.39,19.01,NA,76.6,NA,9.52815080009405,7.89114107119883,246.21691044359,130.872051497043,190.762651334673,47.3209677729422,4.43634072871333,174.496068662724
YAO_J17_C3,9.11,0.9,4.6,NA,NA,5.69,16.71,NA,77.6,NA,10.011894424545,8.52169941025363,61.055030934549,113.064872101017,183.165092803647,38.4420565143457,4.52259488404067,138.692909777247
YAO_J21_C3,8.35,0.76,4.51,NA,NA,4.19,16.11,NA,79.7,NA,6.06141190141028,5.87172179362295,19.5109825152692,80.2118170072176,93.2191386840637,28.1825302998332,2.16788694614102,109.839605271145
YAO_J25_C3,7.51,0.69,4.82,NA,NA,3.9,12.6,NA,83.5,NA,6.00543573711757,5.84517369770628,15.3675928202606,72.4472232955144,118.550001756296,28.5398152376269,2.19537040289438,105.37777933893
YAO_J10_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03583567786807,7.7945366390083,287.860070550263,158.434612473401,189.675240285057,40.9103459438359,8.92589366047329,145.045771982691
YAO_J20_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40879736351315,5.09545101764222,258.464906691997,143.350284383796,156.382128418687,26.0636880697812,8.6878960232604,139.006336372166
BAW_J01_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5160453529932,37.3116422464626,654.173240466387,1392.09876431428,1903.66676550945,202.967245311947,18.1086018122183,312.373381260766
BAW_J01_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.852738966684,38.6098959277461,112.03113220685,1360.71145992903,1918.5331390423,96.4712527336763,18.6718553678083,234.954180044921
BAW_J01_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1015611854311,45.7038313544576,88.0724963345618,1576.03414493426,2204.13010563601,110.476903296863,20.8592754476594,242.585647798705
BAW_J02_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7807622644418,15.7476055102168,855.968956859165,171.193791371833,155.630719428939,559.529491280233,4.44659198368397,211.213119224989
BAW_J02_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1450067228707,21.0476587158785,492.356041313543,182.104289252954,193.345294762396,334.98196418136,4.49640220377665,195.593495864284
BAW_J03_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65281828591181,9.75651910903709,1475.57629572018,181.476440469246,120.984293646164,53.2907007727152,2.16043381511007,283.736974384456
BAW_J03_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47161764105788,10.777422275153,140.555359919959,88.4138554335226,70.2776799599795,30.9826331006361,2.26702193419289,170.782319042531
BAW_J03_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4805654612711,12.2234285945077,133.638067724209,89.0920451494727,73.500937248315,33.4095169310523,2.22730112873682,175.21435546063
BAW_J04_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3747070407753,26.3389828036391,501.369346035095,717.869745459341,1084.78094869412,1068.06863715961,9.11580629154719,183.075776355239
BAW_J04_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8409510602852,34.7724629289178,319.411115415556,919.447710803351,1419.09795563197,568.855986501991,11.4075398362699,216.743256889127
BAW_J05_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05955720925781,9.54733888865625,262.462088809394,127.866145830218,141.325740128135,76.2710343548667,2.24326571631961,164.506152530105
BAW_J05_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91731349151177,11.2927168081771,53.9353638599502,123.601875512386,424.740990397108,48.6916479291217,4.49461365499585,146.074943787365
BAW_J05_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.519914867741,13.8350405216972,46.1307807634644,142.586049632526,180.329415711725,47.5286832108421,18.8716830395991,110.434293342839
BAW_J06_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36496790591479,6.42097100762504,228.320337741783,84.0046525653728,53.8491362598544,51.6951708094602,2.15396545039418,80.4147101480492
BAW_J06_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.57360404310446,8.72390831092329,186.384870284901,98.6743430920066,81.1322376534277,37.2769740569803,2.19276317982237,81.1322376534276
BAW_J08_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18080266840598,8.21286151864664,468.539724738072,107.330685843083,70.1777561281694,68.8017216942837,0,120.403012964996
BAW_J08_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45425804793241,9.79529596354385,300.666420502601,96.4401726140418,62.4024646326153,69.9663997395989,0,115.350010381501
BAW_J08_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08506201592374,11.0085034934734,247.792883063424,99.5233710664573,85.3057466283919,58.2245572225532,2.0310892054379,102.231490007041
BAW_J11_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31391559485491,5.23270913351374,902.380965190593,143.06039692046,144.894504573286,114.326043692846,1.83410765282641,133.278489438719
BAW_J11_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.98954587299891,6.47935206479352,246.182278323892,99.3004147861076,126.194277124012,60.6835868137324,2.06875864137724,105.506690710239
BAW_J12_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0116133925327,13.0709917995228,618.195895021252,154.055207065999,128.379339221666,94.1448487625548,13.8254673007948,179.07271932458
BAW_J12_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9986549448983,15.1770631164618,222.036267757662,110.035672517071,96.2812134524373,70.7372180466887,1.96492272351913,146.059255781589
BAW_J12_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2225671271147,17.3027043734965,156.129485494714,106.721420464741,96.8398074587469,56.6545812343689,1.97632260119892,131.754840079928
BAW_J13_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54626935866298,7.47584172990447,842.55760589697,159.173351239982,118.84943559252,89.8445138110119,0,159.173351239982
BAW_J13_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33565543746563,7.45482810456285,347.133217082697,77.7730158491289,68.2885017211864,61.3331913606952,0,104.961956349231
BAW_J14_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30981465493488,4.2157276952185,669.768703714956,114.454145571543,105.976060714392,47.3359737857616,0,122.225723357265
BAW_J14_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87541789887637,5.33555569587837,151.285532367211,109.627197367544,100.857021578141,28.5030713155614,0,95.7410857009885
BAW_J14_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4635364635365,6.80826526414762,114.591291061879,125.609684433214,123.406005758947,26.4441440912029,2.20367867426691,94.0236234353882
BAW_J15_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55105717768004,6.11829438468196,755.126914312967,125.854485718828,88.3189373465459,117.758583128728,2.20797343366365,136.158361742592
BAW_J15_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72475370753954,6.31100943081414,457.711652181233,83.425276505939,63.13264168017,81.1705393030758,0,105.972648534571
BAW_J15_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.90890594736749,6.6101604563143,250.99063560602,77.740462355847,57.7500577500578,50.3462041923581,0,91.8077841154765
BAW_J16_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55695701562519,7.85451233217725,953.915964761755,158.60835518604,133.684185085377,135.194740849053,0,143.502797549274
BAW_J16_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99063605060607,9.65938109866146,206.689861862276,94.3584151979954,87.6185283981386,101.098301997852,0,106.340436175519
BAW_J16_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.80950659384928,13.0493583226227,123.952856596874,112.885637257868,128.379744332477,63.4520575436381,0,113.623451880468
BAW_J20_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41848633559948,6.45851154833191,366.935302327675,108.05456755661601,83.2920624915582,68.2844836642504,0,84.0424414329236
BAW_J20_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55064368089578,6.55667672474395,164.480206497013,92.3792940599663,65.3414518960737,36.8015073897427,0,66.092503067293
BAW_J21_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.34139165264796,7.76744991498817,1659.33308444508,286.746250933331,223.493401462743,275.501299916338,2.10842831568626,220.682163708495
BAW_J21_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.99349239170933,7.38006421513108,496.531700097822,140.275771776515,151.408769536556,199.651759830066,2.22659955200817,133.59597312049
BAW_J21_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8121746462751,9.32343901208246,393.209705289326,146.361390302138,157.28388211573,179.857031863821,2.18449836271848,133.254400125827
BAW_J22_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05070761979686,8.42110553464542,1261.53172174895,1690.75754072053,2117.80454842829,136.538839199081,13.0728675828907,143.075272990526
BAW_J22_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3557271809199,11.5669168383167,484.920744375587,2108.73791590851,2695.98138616152,68.9566196130421,15.5708495900418,111.961823242681
BAW_J23_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08782758087828,10.1535301015353,377.23500377235,104.53500104535,79.537500795375,37.87500037875,0,140.137501401375
BAW_J23_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77360754614668,12.3998870744544,208.044289721136,85.0073441871307,71.5851319470574,40.2666367202198,0,146.898656183024
BAW_J24_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5253857880697,11.8168303397964,482.319605705976,103.676176927453,63.1072381297539,44.3253220197081,0,163.778308479599
BAW_J26_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1635191156149,7.12344541685859,211.883924458775,112.851220635652,55.2740672501152,26.1016428681099,0,117.457392906495
BAW_J27_C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0497109910856,12.6338898486074,323.449447129227,86.5568943021874,75.1678292624259,66.0565772306167,0,123.001902429424
BAW_J28_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.52225697106198,10.7163612763754,502.011437720054,122.110890256229,92.7138240834334,96.4826787209713,2.26131278252277,145.477789008965
BAW_J28_C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82151938814727,11.2883489106882,209.837387306417,87.9963237091428,67.6894797762637,83.4836917240585,0,131.618432898291
BAW_J29_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32278173389114,1.98063419177753,620.812278738969,119.302003743432,79.5346691622878,64.8060267248271,0,108.991954037209
BAW_J30_C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.87590737005598,13.0532755205131,1002.19674335494,182.013309891817,128.083440294241,83.1418822962619,2.24707789989897,164.785712659258
